Week,Employee_ID,AHT,Schedule_Adherence,ACW,RONA,Evaluation_Completed,Efficiency,Compliance,Logging,Professionalism,Exceptions,Knowledge,Guidance,QS_Adoption_Score,Performance_Level,Needs_Coaching
7/29/2024,EMP039,17.73,98.69,1.127,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/5/2024,EMP039,24.53,98.56,1.122,0,TRUE,95,90,85,100,85,100,33,84,Meets,Yes
8/12/2024,EMP039,12.92,92.99,1.335,0,TRUE,95,85,90,95,100,100,85,92.86,Exceeds,No
8/19/2024,EMP039,12.69,94.16,1.455,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP039,14.23,92.73,1.311,2,TRUE,95,100,90,90,85,100,90,92.86,Exceeds,No
9/2/2024,EMP039,11.32,95.33,1.451,1,TRUE,100,90,95,100,100,85,100,95.71,Exceeds,No
9/9/2024,EMP039,13.55,91.43,1.424,2,TRUE,100,95,85,90,95,95,90,92.86,Exceeds,No
9/16/2024,EMP039,16.87,93.45,1.13,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/23/2024,EMP039,16.83,85.2,1.181,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP039,11.66,89.56,1.363,1,TRUE,90,100,95,90,100,100,85,94.29,Exceeds,No
10/7/2024,EMP039,13.59,96.42,1.277,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP039,8.71,85.6,1.216,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP039,13.87,97.49,1.267,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP039,14.76,98.77,1.278,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP039,17.42,97.21,1.464,0,TRUE,85,95,100,95,95,90,90,92.86,Exceeds,No
11/11/2024,EMP039,11.08,92.56,1.141,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/18/2024,EMP039,13.49,93.22,1.212,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP039,12.28,99.03,1.315,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/2/2024,EMP039,7.38,91.5,1.379,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP039,19.63,99.89,1.352,1,TRUE,95,95,100,90,85,100,100,95,Exceeds,No
12/16/2024,EMP039,25.65,95.35,1.477,0,TRUE,100,95,85,95,33,100,100,86.86,Meets,Yes
12/23/2024,EMP039,15.74,90.77,1.418,0,TRUE,95,85,100,95,95,100,85,93.57,Exceeds,No
1/1/2024,EMP040,17.6,94.72,1.323,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP040,11.43,89.53,1.186,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP040,13.17,98.71,1.28,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP040,18.49,97.39,0.35,0,TRUE,100,95,100,100,95,90,95,96.43,Exceeds,No
1/29/2024,EMP040,18.76,87.37,1.435,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP040,8.12,99.9,1.484,0,TRUE,85,100,100,100,100,90,100,96.43,Exceeds,No
2/12/2024,EMP040,14.37,90.84,1.342,2,TRUE,100,100,95,95,100,100,95,97.86,Exceeds,No
2/19/2024,EMP040,17.81,99.91,1.311,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP040,13.66,97.2,1.107,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP040,12.05,94.86,1.129,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/11/2024,EMP040,7.77,86.54,1.162,1,TRUE,100,100,90,100,100,95,100,97.86,Exceeds,No
3/18/2024,EMP040,8.16,99.56,1.122,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP040,11.47,99.57,1.26,1,TRUE,100,100,100,90,90,95,100,96.43,Exceeds,No
4/1/2024,EMP040,15.31,96.68,1.235,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP040,17.66,95.85,1.355,1,TRUE,85,95,100,100,100,95,85,94.29,Exceeds,No
4/15/2024,EMP040,15.62,91.27,1.314,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP040,11.65,89.73,1.338,2,TRUE,100,95,95,100,100,85,85,94.29,Exceeds,No
4/29/2024,EMP040,14.96,94.36,1.289,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP040,17.38,94.71,1.211,2,TRUE,95,95,100,85,95,70,100,91.43,Exceeds,No
5/13/2024,EMP040,11.52,97.35,1.481,1,TRUE,95,95,90,95,95,90,100,94.29,Exceeds,No
5/20/2024,EMP040,11.54,91.43,0.052,1,TRUE,95,100,95,85,90,100,95,94.29,Exceeds,No
5/27/2024,EMP040,14.34,96.83,1.476,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP040,12.75,86.12,1.224,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/10/2024,EMP040,19.41,97.38,1.305,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/17/2024,EMP040,8.74,95.28,1.144,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP040,13.59,92.86,1.128,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP040,17.34,97.27,1.272,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP040,14.37,88.87,1.397,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP040,12.19,97.66,1.208,1,TRUE,90,100,95,95,100,85,85,92.86,Exceeds,No
7/22/2024,EMP040,23.56,92.62,1.325,2,TRUE,100,95,95,100,100,90,100,97.14,Exceeds,No
7/29/2024,EMP040,16.78,88.62,1.211,2,TRUE,85,100,85,100,95,90,100,93.57,Exceeds,No
8/5/2024,EMP040,11.47,99.79,1.255,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/12/2024,EMP040,13.45,96.3,1.463,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/19/2024,EMP040,23.12,93.37,1.442,1,TRUE,100,100,90,100,100,90,95,96.43,Exceeds,No
8/26/2024,EMP040,23.02,93.26,1.306,2,TRUE,90,90,90,95,85,100,95,92.14,Exceeds,No
9/2/2024,EMP040,17.14,97.69,1.195,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP040,18.43,92.06,1.177,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP040,30.74,93.98,1.482,0,TRUE,100,95,95,100,50,100,95,90.71,Exceeds,No
9/23/2024,EMP040,8.94,89.16,1.181,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP040,19.25,85.18,1.423,1,TRUE,90,100,90,95,95,95,100,95,Exceeds,No
10/7/2024,EMP040,11.53,94.46,1.248,2,TRUE,85,100,100,90,90,95,100,94.29,Exceeds,No
10/14/2024,EMP040,12.51,96.96,1.494,2,TRUE,100,100,100,90,85,90,70,90.71,Exceeds,No
10/21/2024,EMP040,14.73,89.94,1.247,0,TRUE,85,100,100,95,85,100,100,95,Exceeds,No
10/28/2024,EMP040,14.35,95,1.241,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP040,14.76,88,1.355,2,TRUE,95,90,100,33,95,95,90,85.43,Meets,Yes
11/11/2024,EMP040,7.62,96.33,1.485,1,TRUE,100,90,100,100,90,95,100,96.43,Exceeds,No
11/18/2024,EMP040,12.35,96.08,1.49,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP040,8.53,98.46,1.383,2,TRUE,100,33,100,100,90,95,85,86.14,Meets,Yes
12/2/2024,EMP040,9.78,87.03,1.402,1,TRUE,95,100,85,100,100,90,85,93.57,Exceeds,No
12/9/2024,EMP040,14.53,87.43,1.325,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/16/2024,EMP040,11.39,85.23,1.402,1,TRUE,95,100,100,95,95,95,90,95.71,Exceeds,No
12/23/2024,EMP040,17.36,85.1,1.444,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP041,13.62,97.04,1.294,0,TRUE,90,100,100,100,95,90,100,96.43,Exceeds,No
1/8/2024,EMP041,13.21,91.17,1.348,1,TRUE,100,95,100,100,100,85,100,97.14,Exceeds,No
1/15/2024,EMP041,13.92,96.96,1.315,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP041,17.51,90.08,1.325,2,TRUE,85,85,95,90,95,95,95,91.43,Exceeds,No
1/29/2024,EMP041,18.37,96.08,1.456,2,TRUE,100,90,100,100,95,90,100,96.43,Exceeds,No
2/5/2024,EMP041,8.76,95.53,0.184,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/12/2024,EMP041,13.9,85.31,1.183,0,TRUE,90,100,90,95,95,90,100,94.29,Exceeds,No
2/19/2024,EMP041,24.66,94.05,1.283,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP041,7.37,96.61,1.183,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP041,9.8,95.29,1.299,1,TRUE,100,100,95,85,85,85,90,91.43,Exceeds,No
3/11/2024,EMP041,16.74,93.03,1.461,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP041,11.24,99.95,1.347,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP041,16.96,87.05,1.442,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/1/2024,EMP041,26.71,91.86,1.166,1,TRUE,95,100,95,95,100,85,100,95.71,Exceeds,No
4/8/2024,EMP041,19.75,93.79,1.46,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/15/2024,EMP041,18.37,86.86,1.341,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP041,12.54,89.61,1.113,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/29/2024,EMP041,9.16,85.96,1.353,2,TRUE,100,100,50,95,100,100,90,90.71,Exceeds,No
5/6/2024,EMP041,15.37,94.55,1.481,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP041,12.68,97.93,1.132,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP041,9.1,99.61,1.333,0,TRUE,90,100,100,95,90,100,95,95.71,Exceeds,No
5/27/2024,EMP041,8.64,98.83,1.466,1,TRUE,100,100,95,95,95,100,100,97.86,Exceeds,No
6/3/2024,EMP041,11.27,93.46,1.104,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/10/2024,EMP041,8.94,88.61,1.352,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/17/2024,EMP041,16.71,91.99,1.29,0,TRUE,95,100,100,100,100,100,85,97.14,Exceeds,No
6/24/2024,EMP041,12.3,98.11,1.239,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP041,14.14,88.95,1.351,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP041,16.27,90.28,1.121,0,TRUE,100,95,90,95,95,85,100,94.29,Exceeds,No
7/15/2024,EMP041,7.42,99.4,1.401,2,TRUE,100,85,100,85,85,100,100,93.57,Exceeds,No
7/22/2024,EMP041,18.67,91.8,1.102,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP041,11.25,85.43,1.223,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/5/2024,EMP041,11.93,87.16,0.257,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/12/2024,EMP041,12.04,89.68,1.251,0,TRUE,95,100,100,85,95,85,100,94.29,Exceeds,No
8/19/2024,EMP041,15.75,96.5,1.223,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP041,16.58,91.99,1.432,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/2/2024,EMP041,14.63,87.59,1.474,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP041,13.6,96.66,1.449,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP041,18.28,98.89,1.309,1,TRUE,100,90,90,100,95,85,95,93.57,Exceeds,No
9/23/2024,EMP041,11.61,91.96,1.454,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP041,13.52,93.92,1.468,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/7/2024,EMP041,11.35,99.87,1.264,2,TRUE,90,95,95,90,100,95,100,95,Exceeds,No
10/14/2024,EMP041,11.13,96.87,1.213,1,TRUE,95,90,95,85,90,85,95,90.71,Exceeds,No
10/21/2024,EMP041,14.18,94.63,1.139,2,TRUE,100,100,100,95,90,100,95,97.14,Exceeds,No
10/28/2024,EMP041,12.75,96.28,1.292,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP041,7.81,95.5,1.479,2,TRUE,95,100,85,95,100,85,90,92.86,Exceeds,No
11/11/2024,EMP041,18.39,86.36,1.324,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/18/2024,EMP041,12.47,92.16,1.367,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP041,18.02,85.15,1.145,0,TRUE,95,100,100,85,100,95,95,95.71,Exceeds,No
12/2/2024,EMP041,17.08,96.69,1.157,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP041,7.98,85.19,1.286,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/16/2024,EMP041,15.92,87.48,0.476,0,TRUE,95,90,100,85,95,100,95,94.29,Exceeds,No
12/23/2024,EMP041,15,92.8,1.244,1,TRUE,95,95,90,100,100,100,100,97.14,Exceeds,No
1/1/2024,EMP042,12.16,95.72,1.451,2,TRUE,90,90,100,85,95,85,90,90.71,Exceeds,No
1/8/2024,EMP042,19.16,89.31,1.148,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP042,16.13,85.69,1.347,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP042,18.92,96.8,0.304,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/29/2024,EMP042,18.41,97.07,1.444,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP042,11.72,96.5,1.101,0,TRUE,100,100,100,90,100,95,100,97.86,Exceeds,No
2/12/2024,EMP042,7.62,99.41,1.176,2,TRUE,100,90,100,100,100,85,100,96.43,Exceeds,No
2/19/2024,EMP042,12.31,93.75,1.188,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP042,18.48,97.24,1.48,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP042,18.76,95.63,1.161,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/11/2024,EMP042,15.75,87.83,1.115,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP042,11.94,85.2,1.314,0,TRUE,100,100,100,85,100,100,85,95.71,Exceeds,No
3/25/2024,EMP042,22.03,89.24,1.311,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/1/2024,EMP042,18.32,96.89,0.424,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP042,19.36,91.8,1.48,1,TRUE,95,100,85,85,100,100,100,95,Exceeds,No
4/15/2024,EMP042,12.8,85.93,1.315,1,TRUE,90,100,100,95,100,100,95,97.14,Exceeds,No
4/22/2024,EMP042,7.03,98.31,1.472,0,TRUE,95,100,100,95,100,90,95,96.43,Exceeds,No
4/29/2024,EMP042,13.98,96.22,1.39,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP042,11.27,87.24,1.206,2,TRUE,100,85,85,100,100,90,90,92.86,Exceeds,No
5/13/2024,EMP042,9.48,88.1,1.471,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP042,15.42,89.85,1.367,2,TRUE,100,100,95,70,100,100,100,95,Exceeds,No
5/27/2024,EMP042,16.78,96.6,1.266,2,TRUE,50,90,100,90,100,100,100,90,Meets,Yes
6/3/2024,EMP042,14.7,97.94,1.372,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/10/2024,EMP042,14.11,91.94,1.261,0,TRUE,85,90,95,95,100,100,90,93.57,Exceeds,No
6/17/2024,EMP042,13,87.34,1.146,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP042,17.93,97.92,1.388,0,TRUE,100,90,90,95,100,95,100,95.71,Exceeds,No
7/1/2024,EMP042,17.26,93.62,1.43,1,TRUE,85,100,100,100,100,85,100,95.71,Exceeds,No
7/8/2024,EMP042,14.25,86.29,1.392,0,TRUE,100,100,85,95,70,85,95,90,Meets,Yes
7/15/2024,EMP042,13.89,87.29,1.192,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP042,11.01,92.97,1.483,1,TRUE,95,100,100,100,95,85,95,95.71,Exceeds,No
7/29/2024,EMP042,11.57,92.93,1.11,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/5/2024,EMP042,16.61,99.01,1.233,2,TRUE,100,85,95,90,95,90,100,93.57,Exceeds,No
8/12/2024,EMP042,8.54,89.88,1.204,2,TRUE,70,95,100,100,100,100,100,95,Exceeds,No
8/19/2024,EMP042,14.91,95.9,1.119,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP042,18.45,88.16,1.262,0,TRUE,100,100,90,85,70,90,95,90,Meets,Yes
9/2/2024,EMP042,15.54,88.02,1.349,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP042,8.15,87.4,1.453,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP042,7.48,88.17,1.496,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/23/2024,EMP042,9.46,98.8,1.423,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP042,28.64,90.39,1.287,1,TRUE,95,100,95,100,100,100,95,97.86,Exceeds,No
10/7/2024,EMP042,11.83,93.17,1.389,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP042,16.84,87.85,1.437,0,TRUE,95,95,90,95,95,95,95,94.29,Exceeds,No
10/21/2024,EMP042,14.83,95.52,1.286,1,TRUE,95,90,100,100,95,90,100,95.71,Exceeds,No
10/28/2024,EMP042,9.43,89.51,1.414,2,TRUE,100,70,95,95,100,95,100,93.57,Exceeds,No
11/4/2024,EMP042,19.27,88.49,1.293,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP042,16.4,87.87,1.255,2,TRUE,85,85,100,85,100,100,100,93.57,Exceeds,No
11/18/2024,EMP042,17.58,95.7,1.31,1,TRUE,100,95,100,95,100,90,85,95,Exceeds,No
11/25/2024,EMP042,7.17,92.61,1.37,0,TRUE,70,100,95,100,90,100,100,93.57,Exceeds,No
12/2/2024,EMP042,16.04,94.89,1.391,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP042,17.8,88.91,1.243,1,TRUE,100,95,100,95,100,100,95,97.86,Exceeds,No
12/16/2024,EMP042,15.47,91.41,0.29,1,TRUE,100,100,90,90,100,100,100,97.14,Exceeds,No
12/23/2024,EMP042,8.78,93.28,1.464,2,TRUE,95,90,95,95,85,85,100,92.14,Exceeds,No
1/1/2024,EMP043,19.09,88.85,1.491,1,TRUE,100,90,100,100,95,95,95,96.43,Exceeds,No
1/8/2024,EMP043,12.78,86.31,1.191,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP043,7.29,99.05,1.177,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP043,17.22,96.11,1.371,1,TRUE,95,95,100,90,95,90,90,93.57,Exceeds,No
1/29/2024,EMP043,18.41,96.69,1.266,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP043,18.65,88.93,1.11,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/12/2024,EMP043,16.77,86.95,1.239,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP043,18.5,98.27,1.423,2,TRUE,100,100,90,90,90,100,95,95,Exceeds,No
2/26/2024,EMP043,17.31,90.48,1.419,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP043,7.26,94.01,1.298,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/11/2024,EMP043,17.86,87.11,1.289,0,TRUE,95,100,85,33,85,100,95,84.71,Meets,Yes
3/18/2024,EMP043,12.61,99.58,1.332,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP043,13.13,85.52,1.188,2,TRUE,100,100,100,90,100,100,90,97.14,Exceeds,No
4/1/2024,EMP043,14.55,88.12,1.31,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP043,7.94,96.98,1.104,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/15/2024,EMP043,13.89,92.35,1.29,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP043,7.51,90.34,1.234,0,TRUE,95,95,100,95,70,95,95,92.14,Exceeds,No
4/29/2024,EMP043,13.64,97.26,1.37,2,TRUE,100,90,100,95,100,90,100,96.43,Exceeds,No
5/6/2024,EMP043,11.18,97.9,1.355,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP043,15.26,97.27,1.252,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP043,31.53,93.41,1.103,0,TRUE,85,100,95,100,100,90,100,95.71,Exceeds,No
5/27/2024,EMP043,18.76,88.86,1.201,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP043,18.38,86.84,1.353,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/10/2024,EMP043,14.75,90.72,1.129,2,TRUE,95,90,100,100,100,100,100,97.86,Exceeds,No
6/17/2024,EMP043,17.57,91.37,1.143,1,TRUE,100,95,50,100,100,90,100,90.71,Exceeds,No
6/24/2024,EMP043,13.59,88.72,0.327,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP043,11.5,86.54,1.402,1,TRUE,85,95,95,100,90,90,100,93.57,Exceeds,No
7/8/2024,EMP043,30.14,90.95,1.229,1,TRUE,100,100,95,90,50,85,100,88.57,Meets,Yes
7/15/2024,EMP043,16.84,93.6,1.296,0,TRUE,100,90,95,100,100,100,100,97.86,Exceeds,No
7/22/2024,EMP043,18.21,93.44,1.478,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP043,29.24,93.76,0.473,2,TRUE,95,100,90,100,100,85,100,95.71,Exceeds,No
8/5/2024,EMP043,12.41,85.85,1.223,1,TRUE,95,95,95,100,95,100,90,95.71,Exceeds,No
8/12/2024,EMP043,18.68,94.83,1.424,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/19/2024,EMP043,16.65,86.13,1.338,1,TRUE,95,85,95,100,100,85,95,93.57,Exceeds,No
8/26/2024,EMP043,18.27,89.69,1.49,0,TRUE,100,100,85,100,100,85,100,95.71,Exceeds,No
9/2/2024,EMP043,31.61,98.73,1.291,1,TRUE,85,100,95,85,100,95,100,94.29,Exceeds,No
9/9/2024,EMP043,13.68,90.33,1.41,1,TRUE,100,90,90,100,95,100,95,95.71,Exceeds,No
9/16/2024,EMP043,7.22,87.91,1.407,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/23/2024,EMP043,12.59,94.5,1.299,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP043,11.84,98.02,1.418,1,TRUE,100,95,95,100,95,100,100,97.86,Exceeds,No
10/7/2024,EMP043,13.19,97.67,1.204,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP043,15.14,86.58,1.149,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP043,19.16,85.13,0.218,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP043,18.85,92.46,1.477,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP043,9.16,86.24,1.3,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP043,11.22,88.28,1.354,1,TRUE,100,90,95,100,95,100,85,95,Exceeds,No
11/18/2024,EMP043,14.07,92.34,1.35,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP043,9.05,90.13,1.153,1,TRUE,90,95,90,95,85,100,90,92.14,Exceeds,No
12/2/2024,EMP043,12.16,85.88,1.256,2,TRUE,100,85,85,100,95,85,100,92.86,Exceeds,No
12/9/2024,EMP043,32.02,90.4,1.383,2,TRUE,100,95,100,100,95,100,100,98.57,Exceeds,No
12/16/2024,EMP043,19.23,95.03,1.489,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/23/2024,EMP043,14.19,98.36,1.167,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP044,17.35,96.63,1.264,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP044,7.44,97.3,1.138,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP044,9.07,88.51,1.197,1,TRUE,100,90,85,33,95,95,100,85.43,Meets,Yes
1/22/2024,EMP044,7.06,87.67,1.251,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/29/2024,EMP044,7.45,88.89,1.316,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP044,17.39,96.33,1.192,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/12/2024,EMP044,17.41,94.02,1.191,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP044,8.92,92.26,1.411,0,TRUE,90,90,100,100,90,85,95,92.86,Exceeds,No
2/26/2024,EMP044,15.3,91.02,1.485,2,TRUE,85,90,90,100,95,85,85,90,Meets,Yes
3/4/2024,EMP044,17.07,98.22,1.229,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/11/2024,EMP044,17.96,99.05,1.375,0,TRUE,90,100,100,90,95,85,85,92.14,Exceeds,No
3/18/2024,EMP044,19.7,94.08,1.203,1,TRUE,100,95,95,100,95,100,100,97.86,Exceeds,No
3/25/2024,EMP044,19,91.53,1.471,0,TRUE,100,85,95,100,95,70,95,91.43,Exceeds,No
4/1/2024,EMP044,9.38,93.21,1.369,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP044,17.25,94.86,1.421,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/15/2024,EMP044,16.17,85.41,1.12,2,TRUE,95,90,100,95,100,100,100,97.14,Exceeds,No
4/22/2024,EMP044,7.36,93.28,1.339,2,TRUE,85,100,100,100,95,95,100,96.43,Exceeds,No
4/29/2024,EMP044,12.49,86.55,1.311,1,TRUE,85,100,100,85,95,90,100,93.57,Exceeds,No
5/6/2024,EMP044,18.38,87.94,1.217,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
